Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,,,,,,,,,,,,,,
WQECGU9S,journalArticle,1992,"Abdel-Hamid, Tarek K",Investigating the Impacts of Managerial Turnover/Succession on Software Project Performance,Journal of Management Information Systems,,,,,,1992,,127-144,,2,9,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UUPDMIP8,journalArticle,2001,"Dennis, Alan R; Wixom, Barbara H",Investigating the Moderators of the Group Support Systems Use with Meta-Analysis,Journal of Management Information Systems,,,,,,2001,,235-257,,3,18,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDSPHH8B,journalArticle,2012,"Kim, Gimun; Shin, Bongsik; Kwon, Ohbyung",Investigating the Value of Sociomaterialism in Conceptualizing IT Capability of a Firm,Journal of Management Information Systems,,,,,,2012,,327-362,,3,29,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZM9FVANB,journalArticle,2009,"Kim, Hee-Woong; Kankanhalli, Atreyi",Investigating user resistance to information systems implementation: a status quo bias perspective,MIS quarterly,,,,http://www.jstor.org/stable/20650309,,2009,8/15/2016 13:45,567�582,,,,,,Investigating user resistance to information systems implementation,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,
PJ86VACP,journalArticle,2002,"Hitt, Lorin M; Wu, D J; Xiaoge, Zhou",Investment in Enterprise Resource Planning: Business Impact and Productivity Measures,Journal of Management Information Systems,,,,,,2002,,71-98,,1,19,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X7HRFTI8,journalArticle,2002,"Lorin M. Hitt, Xiaoge Zhou, D.J. Wu",Investment in Enterprise Resource Planning: Business Impact and Productivity Measures,Journal of Management Information Systems,,0742-1222,10.1080/07421222.2002.11045716,http://www.tandfonline.com/doi/abs/10.1080/07421222.2002.11045716,"Enterprise Resource Planning (ERP)software systems integrate key business and management processes within and beyond a firm's boundary.Although the business value of ERP implementations has been extensively debated in trade periodicals in the form of qualitative discussion or detailed case studies, there is little large-sample statistical evidence on whether the benefits of ERP implementation exceed the costs and risks. With multiyear multi-firm ERP implementation and financial data, we find that firms that invest in ERP tend to show higher performance across a wide variety of financial metrics. Even though there is a slowdown in business performance and productivity shortly after the implementation, financial markets consistently reward the adopters with higher market valuation (as measured by Tobin's q). Due to the lack of mid- and long-term post-implementation data, future research on the long-run impact of ERP is proposed.",7/1/2002,2/28/2016 3:19,71-98,,1,19,,,Investment in Enterprise Resource Planning,,,,,,,,,,,,Taylor and Francis+NEJM,,,,,,,,,,,,,,,,
BV8W2M6F,journalArticle,2008,"Herath, Hemantha S B; Herath, Tejaswini C",Investments in Information Security: A Real Options Perspective with Bayesian Postaudit,Journal of Management Information Systems,,,,,,2008,,337-375,,3,25,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMIFC56B,journalArticle,1995,"Shepherd, Morgan M; Briggs, Robert O; Reinig, Bruce A; Yen, Jerome; Nunamaker Jr, Jay F",Invoking Social Comparison to Improve Electronic Brainstorming: Beyond Anonymity,Journal of Management Information Systems,,,,,,1995,,155-170,,3,12,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43TP9IQE,journalArticle,2005,"Hess, Traci J; Fuller, Mark A; Mathew, John","Involvement and Decision-Making Performance with a Decision Aid: The Influence of Social Multimedia, Gender, and Playfulness",Journal of Management Information Systems,,,,,,2005,,15-54,,3,22,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JE3E8T65,journalArticle,1998,"Jarvenpaa, Sirkka L; Knoll, Kathleen; Leidner, Dorothy E",Is Anybody Out There?,Journal of Management Information Systems,,,,,,1998,,29-64,,4,14,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VJI449M3,conferencePaper,2008,"Randolph, Adriane B.; Petter, Stacie",Is It What You Know or Who You Know? The Role of Social Capital in Information Technology Project Management,3rd Pre-ICIS International Research Workshop on Information Technology Project Management (IRWITPM 2008),,,,http://www.ibrarian.net/navon/paper/3rd_Pre_ICIS_International_Research_Workshop_on_I.pdf?paperid=15177139#page=88,,2008,2/22/2016 21:51,88,,,,,,Is It What You Know or Who You Know?,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,
N33GVJ4B,webpage,,,ISO 9000 quality management,ISO,,,,http://www.iso.org/iso/home/standards/management-standards/iso_9000.htm,,,7/30/2016 2:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGE32R2D,journalArticle,2007,"Dhar, Vasant; Sundararajan, Arun",Issues and Opinions�Information Technologies in Business: A Blueprint for Education and Research,Information Systems Research,,1047-7047,10.1287/isre.1070.0126,http://pubsonline.informs.org/doi/abs/10.1287/isre.1070.0126,,6/1/2007,9/5/2015 18:02,125-141,,2,18,,Information Systems Research,Issues and Opinions�Information Technologies in Business,,,,,,,,,,,,pubsonline.informs.org (Atypon),,,,,,,,,,,,,,,,
DTAM4K3D,journalArticle,1987,"Christodoulakis, Stavros; Velissaroupoulos, Theodora",Issues in the Design of a Distributed Testbed for Multimedia Information Systems (MINOS),Journal of Management Information Systems,,,,,,1987,,Aug-33,,2,4,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6DQGZ58N,report,2011,"Zhang, Ping; Scialdone, Michael; Ku, Min-Chin",IT Artifacts and the State of IS Research,,,,,http://papers.ssrn.com/abstract=2350003,"To understand the state of IS research is, to a large extent, to understand (1) what are considered IT artifacts by IS scholars, and (2) how do IS scholars approach IT artifacts in their studies. This study addresses these two questions by providing a conceptual model of five types of core IT artifacts and a five-facet framework of IS scholars� approaches to studying IT artifacts. Using a critical literature review, the conceptualizations are tested with the collective wisdom by IS scholars in the most recent IS studies published in the 2009 and 2010 ICIS proceedings. The findings shed light on where the IS discipline is standing in terms of its focus on IT artifacts. Implications for research and practice are discussed. This study contributes to our continued understanding of the development and evolution of the IS discipline and the potential directions it may take.",2011,9/6/2015 4:00,,,,,,,,,,,,Social Science Research Network,"Rochester, NY",,,SSRN Scholarly Paper,,,papers.ssrn.com,,,,,,,,,,,,,,,,
G3RPP93P,journalArticle,2003,"Carr, Nicholas G.",IT doesn't matter,Harvard business review,,0017-8012,,http://cat.inist.fr/?aModele=afficheN&cpsidt=14791477,,2003,10/17/2015 19:51,,,5,81,,,,,,,,,,eng,,,,,cat.inist.fr,,,,,,,,,,,,,,,,
UVCIEDJ8,journalArticle,2015,"Berger, Benedikt; Matt, Christian; Steininger, Dennis M; Hess, Thomas",It Is Not Just About Competition with �Free�: Differences Between Content Formats in Consumer Preferences and Willingness to Pay,Journal of Management Information Systems,,,,,,2015,,105-128,,3,32,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3MQMTJ9A,journalArticle,2006,"Huysman, Marleen; Wulf, Volker","IT to support knowledge sharing in communities, towards a social capital analysis",Journal of Information Technology,,2683962,http://dx.doi.org/10.1057/palgrave.jit.2000053,http://search.proquest.com.ezproxy.baylor.edu/docview/216195498/abstract,"Ignoring the informal, non-canonical nature of knowledge sharing, including people's motivation, ability and opportunity to share knowledge, is one of the key causes of resistance to use knowledge-sharing tools. In order to improve knowledge sharing supported by information technology (IT), tools need to be embedded in the social networks of which it is part. This has implications for our knowledge on the design requirements of such socially embedded IT. The paper reviews tools that are designed for the purpose to foster social capital. We will then discuss what is needed for an IS design theory related to knowledge communities and how such a theory could incorporate social capital theory. [PUBLICATION ABSTRACT]",2006-02,12/3/2015 3:30,40-51,,1,21,,,,,,,,,,English,� Association for Information Technology Trust 2006,,,,ProQuest,,,,,,,,,,,,,,,,
JFJU5TVA,journalArticle,2000,"Chan, Yolande E",IT Value: The Great Divide Between Qualitative and Quantitative and Individual and Organizational Measures,Journal of Management Information Systems,,,,,,2000,,225-261,,4,16,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVZTI6ID,blogPost,,"Quigley, James","It�s Time To Embrace, Not Fear, Shadow IT",TechCrunch,,,,http://social.techcrunch.com/2015/09/25/its-time-to-embrace-not-fear-shadow-it/,"At this very moment, the IT department at a typical enterprise is staring at a mind-numbing list of IT project requests from employees and business units --..",,1/21/2016 0:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKGHDXC5,journalArticle,2013,"Im, Ghiyoung; Rai, Arun",IT-Enabled Coordination for Ambidextrous Interorganizational Relationships,Information Systems Research,,1047-7047,10.1287/isre.2013.0496,http://pubsonline.informs.org/doi/abs/10.1287/isre.2013.0496,"Contextual ambidexterity of an interorganizational relationship (IOR) is the ability of its management system to align partners' activities and resources for short-term goals and adapt partners' cognitions and actions for long-term viability. It is an alternative to structural ambidexterity in which separate units of the IOR pursue short- and long-term goals. We theorize that when utilized to coordinate the IOR, information technology (IT)-enabled operations and sensemaking, along with interdependent decision making, promote the IOR's contextual ambidexterity. We test our hypotheses on both sides of a customer-vendor relationship using data collected from (1) the account executives of one of the world's largest supply chain vendors (n = 76) and (2) its customers (n = 238). We find commonalities and differences in the influence coordination mechanisms have on contextual ambidexterity from the vendor's and the customer's perspectives. For both customers and vendors, contextual ambidexterity improves the quality and performance of the relationship, and decision interdependence promotes contextual ambidexterity. For customers, using operations support systems (OSSs) and interpretation support systems (ISSs) enhances contextual ambidexterity. For vendors, the impact of both OSS use and ISS use on contextual ambidexterity depends on the duration of the relationship. Our study shows that IT-enabled operations and sensemaking are key enablers of IOR ambidexterity and that vendors should combine these IT capabilities with relationship-specific knowledge that accumulates with relationship duration.",11/11/2013,4/14/2016 20:53,72-92,,1,25,,Information Systems Research,,,,,,,,,,,,,pubsonline.informs.org (Atypon),,,,,,,,,,,,,,,,
